BTC-USD,ETH-USD,BNB-USD,XRP-USD,ADA-USD,SOL-USD,DOGE-USD,MATIC-USD,DOT-USD,TRX-USD
29374.15234375,730.3675537109375,37.90501022338867,0.23744399845600128,0.17534999549388885,1.8420840501785278,0.005685000214725733,0.017812000587582588,8.306818962097168,0.0269399993121624
32127.267578125,774.5349731445312,38.24159240722656,0.2216549962759018,0.17742300033569336,1.7992750406265259,0.010614999569952488,0.019043000414967537,9.208836555480957,0.027218999341130257
32782.0234375,975.5076904296875,41.14897918701172,0.2258480042219162,0.20499500632286072,2.1617519855499268,0.009770999662578106,0.019974999129772186,10.033283233642578,0.0294950008392334
31971.9140625,1040.2330322265625,40.926353454589844,0.23667700588703156,0.2247619926929474,2.4850969314575195,0.009766999632120132,0.0246140006929636,9.469611167907715,0.030852999538183212
33992.4296875,1100.006103515625,41.73460006713867,0.22675000131130219,0.25831401348114014,2.157217025756836,0.009920000098645687,0.024467000737786293,9.701656341552734,0.02863200008869171
36824.36328125,1207.1121826171875,42.16595458984375,0.2508949935436249,0.3318980038166046,1.929216980934143,0.010464999824762344,0.03513500094413757,10.096068382263184,0.030515000224113464
39371.04296875,1225.6781005859375,43.44948959350586,0.32600200176239014,0.2999800145626068,2.3727450370788574,0.00974200014024973,0.03299900144338608,9.644584655761719,0.031067999079823494
40797.609375,1224.1971435546875,42.39531707763672,0.32322999835014343,0.3055970072746277,3.2198870182037354,0.009846000000834465,0.0317390002310276,9.307134628295898,0.030612999573349953
40254.546875,1281.0772705078125,43.93285369873047,0.32691600918769836,0.33297300338745117,3.3853819370269775,0.010193999856710434,0.03351299837231636,9.777765274047852,0.034026000648736954
38356.44140625,1262.2467041015625,42.4484748840332,0.31833600997924805,0.3048950135707855,3.466110944747925,0.009859999641776085,0.030410999432206154,9.305047988891602,0.0329350009560585
35566.65625,1090.1453857421875,38.371360778808594,0.28890499472618103,0.2754659950733185,3.1080899238586426,0.008834999985992908,0.026124000549316406,8.276439666748047,0.02896299958229065
33922.9609375,1043.4345703125,38.111610412597656,0.2921229898929596,0.2870030105113983,3.6133980751037598,0.008062999695539474,0.026089999824762344,8.264147758483887,0.028558000922203064
37316.359375,1130.7393798828125,40.13593292236328,0.3055799901485443,0.3136090040206909,3.513782024383545,0.008616000413894653,0.030069999396800995,10.957710266113281,0.030195999890565872
39187.328125,1218.4530029296875,41.79368209838867,0.2954379916191101,0.3103959858417511,3.2781639099121094,0.009397000074386597,0.03283099830150604,14.539050102233887,0.030009999871253967
36825.3671875,1171.8345947265625,40.91897964477539,0.28040599822998047,0.3025299906730652,3.2501609325408936,0.009368999861180782,0.03401400148868561,13.212381362915039,0.029789999127388
36178.140625,1233.53759765625,43.17182540893555,0.2801879942417145,0.35244399309158325,3.4470551013946533,0.009265000000596046,0.03276799991726875,18.180423736572266,0.030153000727295876
35791.27734375,1230.1722412109375,45.68461227416992,0.2773840129375458,0.3798519968986511,3.81813907623291,0.009066999889910221,0.03401999920606613,16.984254837036133,0.03014099970459938
36630.07421875,1257.279541015625,45.353172302246094,0.2847689986228943,0.3714280128479004,3.7955150604248047,0.009170999750494957,0.036052998155355453,16.51292610168457,0.03161799907684326
36069.8046875,1377.2958984375,42.7855339050293,0.2943139970302582,0.3691369891166687,3.6418659687042236,0.009097999893128872,0.032513998448848724,16.468509674072266,0.030791999772191048
35547.75,1382.2740478515625,42.60689926147461,0.2965179979801178,0.37539398670196533,3.7235779762268066,0.009060000069439411,0.034533001482486725,17.948930740356445,0.030507000163197517
30825.69921875,1121.5709228515625,38.64583969116211,0.26894599199295044,0.3102090060710907,2.9905359745025635,0.008166000247001648,0.02860400080680847,15.94483757019043,0.02770400047302246
33005.76171875,1236.51220703125,40.85757064819336,0.27279898524284363,0.34957700967788696,3.346229076385498,0.008523999713361263,0.03129800036549568,17.161441802978516,0.028637999668717384
