BTC-USD,ETH-USD,BNB-USD,XRP-USD,ADA-USD
29374.15234375,730.3675537109375,37.90501022338867,0.23744399845600128,0.17534999549388885
32127.267578125,774.5349731445312,38.24159240722656,0.2216549962759018,0.17742300033569336
32782.0234375,975.5076904296875,41.14897918701172,0.2258480042219162,0.20499500632286072
31971.9140625,1040.2330322265625,40.926353454589844,0.23667700588703156,0.2247619926929474
33992.4296875,1100.006103515625,41.73460006713867,0.22675000131130219,0.25831401348114014
36824.36328125,1207.1121826171875,42.16595458984375,0.2508949935436249,0.3318980038166046
39371.04296875,1225.6781005859375,43.44948959350586,0.32600200176239014,0.2999800145626068
40797.609375,1224.1971435546875,42.39531707763672,0.32322999835014343,0.3055970072746277
40254.546875,1281.0772705078125,43.93285369873047,0.32691600918769836,0.33297300338745117
38356.44140625,1262.2467041015625,42.4484748840332,0.31833600997924805,0.3048950135707855
35566.65625,1090.1453857421875,38.371360778808594,0.28890499472618103,0.2754659950733185
33922.9609375,1043.4345703125,38.111610412597656,0.2921229898929596,0.2870030105113983
37316.359375,1130.7393798828125,40.13593292236328,0.3055799901485443,0.3136090040206909
39187.328125,1218.4530029296875,41.79368209838867,0.2954379916191101,0.3103959858417511
36825.3671875,1171.8345947265625,40.91897964477539,0.28040599822998047,0.3025299906730652
36178.140625,1233.53759765625,43.17182540893555,0.2801879942417145,0.35244399309158325
35791.27734375,1230.1722412109375,45.68461227416992,0.2773840129375458,0.3798519968986511
36630.07421875,1257.279541015625,45.353172302246094,0.2847689986228943,0.3714280128479004
36069.8046875,1377.2958984375,42.7855339050293,0.2943139970302582,0.3691369891166687
35547.75,1382.2740478515625,42.60689926147461,0.2965179979801178,0.37539398670196533
30825.69921875,1121.5709228515625,38.64583969116211,0.26894599199295044,0.3102090060710907
33005.76171875,1236.51220703125,40.85757064819336,0.27279898524284363,0.34957700967788696
32067.642578125,1230.9906005859375,40.81547927856445,0.271820992231369,0.345643013715744
32289.37890625,1391.609375,41.88160705566406,0.2735089957714081,0.35388100147247314
32366.392578125,1324.414794921875,41.62370300292969,0.269089013338089,0.34388598799705505
32569.849609375,1357.05810546875,41.69473648071289,0.26882699131965637,0.34423398971557617
30432.546875,1253.1871337890625,40.994876861572266,0.2519429922103882,0.3130800127983093
33466.09765625,1332.4921875,42.52910614013672,0.26412200927734375,0.34612900018692017
34316.38671875,1382.5228271484375,42.85234832763672,0.2821879982948303,0.348131000995636
34269.5234375,1376.115478515625,44.77227783203125,0.44024398922920227,0.362619012594223
33114.359375,1314.9862060546875,44.27599334716797,0.49231401085853577,0.344897985458374
33537.17578125,1369.04052734375,51.607696533203125,0.37150898575782776,0.4020330011844635
35510.2890625,1515.1937255859375,51.05640411376953,0.369269996881485,0.4262470006942749
37472.08984375,1660.9095458984375,52.242637634277344,0.3934899866580963,0.4413999915122986
36926.06640625,1594.7626953125,55.92512512207031,0.44644901156425476,0.44105100631713867
38144.30859375,1718.65087890625,67.84556579589844,0.45004698634147644,0.5378739833831787
39266.01171875,1677.8468017578125,72.73359680175781,0.43909600377082825,0.6278859972953796
38903.44140625,1614.227783203125,68.59052276611328,0.41795799136161804,0.663237988948822
46196.46484375,1746.6168212890625,79.83154296875,0.44770199060440063,0.6825109720230103
46481.10546875,1768.0350341796875,107.89927673339844,0.47199100255966187,0.7035160064697266
44918.18359375,1744.243408203125,129.73715209960938,0.503445029258728,0.9303179979324341
47909.33203125,1783.7979736328125,124.43425750732422,0.5247870087623596,0.9277409911155701
47504.8515625,1843.5325927734375,136.94839477539062,0.6085919737815857,0.925586998462677
47105.515625,1814.10986328125,133.4526824951172,0.6289960145950317,0.905718982219696
48717.2890625,1805.0841064453125,136.426513671875,0.5941929817199707,0.8484190106391907
47945.05859375,1779.791015625,129.56788635253906,0.5489150285720825,0.8610119819641113
49199.87109375,1781.0675048828125,130.05665588378906,0.5208460092544556,0.8709509968757629
52149.0078125,1848.458251953125,164.67010498046875,0.5355370044708252,0.8909199833869934
51679.796875,1937.44921875,195.93263244628906,0.5324329733848572,0.9141190052032471
55888.1328125,1960.164794921875,332.61602783203125,0.567018985748291,0.9276490211486816
56099.51953125,1919.5340576171875,255.9537353515625,0.5175120234489441,1.1229579448699951
57539.9453125,1935.60107421875,293.923583984375,0.5485600233078003,1.1005200147628784
54207.3203125,1781.992919921875,267.5097961425781,0.571740984916687,1.0991510152816772
48824.42578125,1570.2039794921875,230.99424743652344,0.47356298565864563,0.954708993434906
49705.33203125,1626.57568359375,254.359130859375,0.4718320071697235,1.05165696144104
47093.8515625,1475.7037353515625,233.88595581054688,0.4345239996910095,1.0791159868240356
46339.76171875,1446.03369140625,221.68043518066406,0.4278999865055084,1.2411049604415894
46188.453125,1459.97314453125,225.2494354248047,0.4378089904785156,1.3248599767684937
45137.76953125,1416.0489501953125,209.57440185546875,0.41495299339294434,1.3080589771270752
49631.2421875,1564.7076416015625,254.6299285888672,0.44724398851394653,1.2923879623413086
48378.98828125,1492.6087646484375,239.5225372314453,0.43683698773384094,1.2255820035934448
50538.2421875,1575.8531494140625,241.09136962890625,0.45027899742126465,1.2165930271148682
48561.16796875,1541.914306640625,229.945068359375,0.4866049885749817,1.1148680448532104
48927.3046875,1533.2750244140625,226.37255859375,0.4581190049648285,1.1685229539871216
48912.3828125,1654.7415771484375,226.66685485839844,0.4651060104370117,1.131011962890625
51206.69140625,1723.15380859375,240.17921447753906,0.46686699986457825,1.1333669424057007
52246.5234375,1834.7279052734375,240.31866455078125,0.47359699010849,1.1180529594421387
54824.1171875,1868.048828125,293.4632263183594,0.48598799109458923,1.195160984992981
56008.55078125,1799.166259765625,279.3580322265625,0.4631659984588623,1.1350029706954956
57805.12109375,1826.1949462890625,289.7908020019531,0.4529600143432617,1.1247899532318115
57332.08984375,1772.1024169921875,263.6858215332031,0.44113099575042725,1.0391440391540527
61243.0859375,1924.6854248046875,276.1047058105469,0.45992401242256165,1.1033140420913696
59302.31640625,1854.5643310546875,264.6367492675781,0.442111998796463,1.0591540336608887
55907.19921875,1791.7022705078125,254.66082763671875,0.4375549852848053,1.033539056777954
56804.90234375,1806.9718017578125,258.1006774902344,0.4625999927520752,1.2429529428482056
58870.89453125,1823.4493408203125,269.8548583984375,0.4724169969558716,1.3786729574203491
57858.921875,1782.8551025390625,261.7048034667969,0.4729189872741699,1.2390060424804688
58346.65234375,1817.6241455078125,264.05743408203125,0.47117099165916443,1.3021700382232666
58313.64453125,1812.6346435546875,264.7416687011719,0.5269910097122192,1.2065409421920776
57523.421875,1788.217041015625,264.88616943359375,0.5198349952697754,1.18913996219635
54529.14453125,1691.333984375,255.9001922607422,0.5499420166015625,1.1098740100860596
54738.9453125,1678.650146484375,255.68966674804688,0.5565950274467468,1.1215519905090332
52774.265625,1593.4134521484375,249.85137939453125,0.48883700370788574,1.0750019550323486
51704.16015625,1595.3592529296875,234.88543701171875,0.5174980163574219,1.1015739440917969
55137.3125,1702.842041015625,255.1045684814453,0.5670549869537354,1.2139689922332764
55973.51171875,1716.49462890625,269.1023254394531,0.5504429936408997,1.1765769720077515
55950.74609375,1691.35595703125,269.1912841796875,0.5507559776306152,1.1911239624023438
57750.19921875,1819.6849365234375,275.2146301269531,0.5678709745407104,1.2025409936904907
58917.69140625,1846.03369140625,311.4264831542969,0.5668590068817139,1.2133170366287231
58918.83203125,1918.362060546875,302.0634460449219,0.573868989944458,1.1932640075683594
59095.80859375,1977.27685546875,335.212890625,0.5792919993400574,1.189244031906128
59384.3125,2143.2255859375,339.0077209472656,0.6165689826011658,1.1965090036392212
57603.890625,2028.4224853515625,323.1335144042969,0.5909150242805481,1.1732770204544067
58758.5546875,2093.122802734375,351.6243896484375,0.6467289924621582,1.1914199590682983
59057.87890625,2107.88720703125,367.7724914550781,0.9204729795455933,1.2143000364303589
58192.359375,2118.37890625,403.59075927734375,1.0962660312652588,1.2553540468215942
56048.9375,1971.0772705078125,374.6588134765625,0.917576014995575,1.1751489639282227
58323.953125,2088.57373046875,418.03839111328125,1.0527559518814087,1.2194360494613647
58245.00390625,2072.10888671875,453.178466796875,1.0208369493484497,1.2035399675369263
59793.234375,2135.942138671875,472.5603332519531,1.3744159936904907,1.2187579870224
60204.96484375,2157.656982421875,525.3855590820312,1.3605300188064575,1.2667349576950073
59893.453125,2139.353271484375,598.72265625,1.4677350521087646,1.3161269426345825
63503.45703125,2299.187744140625,549.5865478515625,1.7940009832382202,1.4117859601974487
63109.6953125,2435.10498046875,549.5918579101562,1.8392360210418701,1.4554200172424316
63314.01171875,2519.1162109375,542.632080078125,1.7660670280456543,1.4815880060195923
61572.7890625,2431.946533203125,510.2201843261719,1.55752694606781,1.4169490337371826
60683.8203125,2344.89501953125,520.416748046875,1.5600550174713135,1.3848689794540405
56216.18359375,2237.136962890625,481.03424072265625,1.4059979915618896,1.275501012802124
55724.265625,2166.188720703125,505.0929260253906,1.3150440454483032,1.1979589462280273
56473.03125,2330.2109375,587.0291137695312,1.3832989931106567,1.2659339904785156
53906.08984375,2364.751708984375,546.0235595703125,1.2964979410171509,1.2067350149154663
51762.2734375,2403.53515625,506.01300048828125,1.159682035446167,1.147017002105713
51093.65234375,2363.586181640625,526.5652465820312,1.169659972190857,1.155701994895935
50050.8671875,2211.625732421875,496.4150695800781,1.0487060546875,1.101354956626892
49004.25390625,2316.0595703125,505.0770568847656,1.032256007194519,1.0882500410079956
54021.75390625,2534.481689453125,534.5776977539062,1.3685059547424316,1.2340190410614014
55033.1171875,2662.865234375,568.4705200195312,1.4009549617767334,1.306926965713501
54824.703125,2746.380126953125,562.632568359375,1.3586009740829468,1.3356659412384033
53555.109375,2756.876953125,599.70654296875,1.399359941482544,1.3080140352249146
57750.17578125,2773.20703125,624.08056640625,1.5916739702224731,1.3524490594863892
57828.05078125,2945.892822265625,619.3472290039062,1.6510250568389893,1.3530709743499756
